"id","category","cluster","predicted_category"
3552,"Interview",11,"Economy"
3553,"Interview",17,"Opinion"
3554,"Interview",18,"Bank"
3555,"Interview",11,"Economy"
3556,"Interview",17,"Opinion"
3557,"Interview",11,"Economy"
3558,"Interview",11,"Economy"
3559,"Interview",11,"Economy"
3560,"Interview",17,"Opinion"
3561,"Interview",17,"Opinion"
3562,"Interview",17,"Opinion"
3563,"Interview",17,"Opinion"
3564,"Interview",17,"Opinion"
3565,"Interview",17,"Opinion"
3566,"Interview",17,"Opinion"
3567,"Interview",17,"Opinion"
3568,"Interview",17,"Opinion"
3569,"Interview",17,"Opinion"
3570,"Interview",11,"Economy"
3571,"Interview",11,"Economy"
3572,"Interview",11,"Economy"
3573,"Interview",17,"Opinion"
3574,"Interview",17,"Opinion"
3575,"Interview",17,"Opinion"
3576,"Interview",11,"Economy"
3577,"Interview",17,"Opinion"
3578,"Interview",17,"Opinion"
3579,"Interview",11,"Economy"
3580,"Interview",17,"Opinion"
3581,"Interview",11,"Economy"
3582,"Interview",11,"Economy"
3583,"Interview",11,"Economy"
3584,"Interview",11,"Economy"
3585,"Interview",17,"Opinion"
3586,"Interview",17,"Opinion"
3587,"Interview",17,"Opinion"
3588,"Interview",17,"Opinion"
3589,"Interview",17,"Opinion"
3590,"Interview",11,"Economy"
3591,"Interview",11,"Economy"
3592,"Interview",11,"Economy"
3593,"Interview",17,"Opinion"
3594,"Interview",13,"Sports"
3595,"Interview",11,"Economy"
3596,"Interview",11,"Economy"
3597,"Interview",17,"Opinion"
3598,"Interview",17,"Opinion"
3599,"Interview",11,"Economy"
3600,"Interview",17,"Opinion"
3601,"Interview",11,"Economy"
3602,"Interview",11,"Economy"
3603,"Interview",17,"Opinion"
3604,"Interview",17,"Opinion"
3605,"Interview",17,"Opinion"
3606,"Interview",10,"Tourism"
3607,"Interview",11,"Economy"
3608,"Interview",11,"Economy"
3609,"Interview",18,"Bank"
3610,"Interview",17,"Opinion"
3611,"Interview",17,"Opinion"
3612,"Interview",11,"Economy"
3613,"Interview",17,"Opinion"
3614,"Interview",17,"Opinion"
3615,"Interview",17,"Opinion"
3616,"Interview",17,"Opinion"
3617,"Interview",17,"Opinion"
3618,"Interview",11,"Economy"
3619,"Interview",11,"Economy"
3620,"Interview",11,"Economy"
3621,"Interview",17,"Opinion"
3622,"Interview",17,"Opinion"
3623,"Interview",11,"Economy"
3624,"Interview",17,"Opinion"
3625,"Interview",17,"Opinion"
3626,"Interview",17,"Opinion"
3627,"Interview",11,"Economy"
3628,"Interview",11,"Economy"
3629,"Interview",11,"Economy"
3630,"Interview",17,"Opinion"
3631,"Interview",11,"Economy"
3632,"Interview",11,"Economy"
3633,"Interview",17,"Opinion"
3634,"Interview",11,"Economy"
3635,"Interview",11,"Economy"
3636,"Interview",17,"Opinion"
3637,"Interview",13,"Sports"
3638,"Interview",18,"Bank"
3639,"Interview",11,"Economy"
3640,"Interview",17,"Opinion"
3641,"Interview",18,"Bank"
3642,"Interview",17,"Opinion"
3643,"Interview",17,"Opinion"
3644,"Interview",7,"Interview"
3645,"Interview",17,"Opinion"
3646,"Interview",11,"Economy"
3647,"Interview",17,"Opinion"
3648,"Interview",11,"Economy"
3649,"Interview",17,"Opinion"
3650,"Interview",17,"Opinion"
3651,"Interview",17,"Opinion"
3652,"Interview",11,"Economy"
3653,"Interview",11,"Economy"
3654,"Interview",17,"Opinion"
3655,"Interview",11,"Economy"
3656,"Interview",17,"Opinion"
3657,"Interview",11,"Economy"
3658,"Interview",17,"Opinion"
3659,"Interview",11,"Economy"
3660,"Interview",11,"Economy"
3661,"Interview",17,"Opinion"
3662,"Interview",17,"Opinion"
3663,"Interview",11,"Economy"
3664,"Interview",11,"Economy"
3665,"Interview",17,"Opinion"
3666,"Interview",11,"Economy"
3667,"Interview",17,"Opinion"
3668,"Interview",11,"Economy"
3669,"Interview",18,"Bank"
3670,"Interview",11,"Economy"
3671,"Interview",11,"Economy"
3672,"Interview",11,"Economy"
3673,"Interview",11,"Economy"
3674,"Interview",11,"Economy"
3675,"Interview",11,"Economy"
3676,"Interview",11,"Economy"
3677,"Interview",11,"Economy"
3678,"Interview",17,"Opinion"
3679,"Interview",11,"Economy"
3680,"Interview",11,"Economy"
3681,"Interview",11,"Economy"
3682,"Interview",15,"Bank"
3683,"Interview",7,"Interview"
3684,"Interview",7,"Interview"
3685,"Interview",7,"Interview"
3686,"Interview",17,"Opinion"
3687,"Interview",17,"Opinion"
3688,"Interview",3,"Bank"
3689,"Interview",17,"Opinion"
3690,"Interview",7,"Interview"
3691,"Interview",7,"Interview"
3692,"Interview",17,"Opinion"
3693,"Interview",16,"Education"
3694,"Interview",3,"Bank"
3695,"Interview",17,"Opinion"
3696,"Interview",17,"Opinion"
3697,"Interview",17,"Opinion"
3698,"Interview",7,"Interview"
3699,"Interview",7,"Interview"
3700,"Interview",17,"Opinion"
3701,"Interview",17,"Opinion"
3702,"Interview",7,"Interview"
3703,"Interview",17,"Opinion"
3704,"Interview",17,"Opinion"
3705,"Interview",17,"Opinion"
3706,"Interview",17,"Opinion"
3707,"Interview",3,"Bank"
3708,"Interview",17,"Opinion"
3709,"Interview",17,"Opinion"
3710,"Interview",17,"Opinion"
3711,"Interview",18,"Bank"
3712,"Interview",17,"Opinion"
3713,"Interview",17,"Opinion"
3714,"Interview",7,"Interview"
3715,"Interview",17,"Opinion"
3716,"Interview",9,"Interview"
3717,"Interview",17,"Opinion"
3718,"Interview",17,"Opinion"
3719,"Interview",17,"Opinion"
3720,"Interview",17,"Opinion"
3721,"Interview",4,"Education"
3722,"Interview",11,"Economy"
3723,"Interview",17,"Opinion"
3724,"Interview",17,"Opinion"
3725,"Interview",4,"Education"
3726,"Interview",17,"Opinion"
3727,"Interview",17,"Opinion"
3728,"Interview",7,"Interview"
3729,"Interview",7,"Interview"
3730,"Interview",7,"Interview"
3731,"Interview",3,"Bank"
3732,"Interview",7,"Interview"
3733,"Interview",17,"Opinion"
3734,"Interview",17,"Opinion"
3735,"Interview",17,"Opinion"
3736,"Interview",17,"Opinion"
3737,"Interview",17,"Opinion"
3738,"Interview",9,"Interview"
3739,"Interview",17,"Opinion"
3740,"Interview",9,"Interview"
3741,"Interview",9,"Interview"
3742,"Interview",17,"Opinion"
3743,"Interview",17,"Opinion"
3744,"Interview",17,"Opinion"
3745,"Interview",17,"Opinion"
3746,"Interview",17,"Opinion"
3747,"Interview",17,"Opinion"
3748,"Interview",17,"Opinion"
3749,"Interview",17,"Opinion"
3750,"Interview",17,"Opinion"
3751,"Interview",9,"Interview"
3752,"Interview",17,"Opinion"
3753,"Interview",17,"Opinion"
3754,"Interview",17,"Opinion"
3755,"Interview",4,"Education"
3756,"Interview",17,"Opinion"
3757,"Interview",19,"Literature"
3758,"Interview",9,"Interview"
3759,"Interview",17,"Opinion"
3760,"Interview",17,"Opinion"
3761,"Interview",17,"Opinion"
3762,"Interview",17,"Opinion"
3763,"Interview",17,"Opinion"
3764,"Interview",17,"Opinion"
3765,"Interview",17,"Opinion"
3766,"Interview",17,"Opinion"
3767,"Interview",17,"Opinion"
3768,"Interview",17,"Opinion"
3769,"Interview",17,"Opinion"
3770,"Interview",17,"Opinion"
3771,"Interview",17,"Opinion"
3772,"Interview",17,"Opinion"
3773,"Interview",17,"Opinion"
3774,"Interview",17,"Opinion"
3775,"Interview",17,"Opinion"
3776,"Interview",17,"Opinion"
3777,"Interview",17,"Opinion"
3778,"Interview",17,"Opinion"
3779,"Interview",17,"Opinion"
3780,"Interview",17,"Opinion"
3781,"Interview",17,"Opinion"
3782,"Interview",9,"Interview"
3783,"Interview",17,"Opinion"
3784,"Interview",9,"Interview"
3785,"Interview",17,"Opinion"
3786,"Interview",17,"Opinion"
3787,"Interview",17,"Opinion"
3788,"Interview",17,"Opinion"
3789,"Interview",11,"Economy"
3790,"Interview",17,"Opinion"
3791,"Interview",17,"Opinion"
3792,"Interview",17,"Opinion"
3793,"Interview",17,"Opinion"
3794,"Interview",17,"Opinion"
3795,"Interview",11,"Economy"
3796,"Interview",11,"Economy"
3797,"Interview",7,"Interview"
3798,"Interview",11,"Economy"
3799,"Interview",17,"Opinion"
3800,"Interview",17,"Opinion"
3801,"Interview",18,"Bank"
3802,"Interview",17,"Opinion"
3803,"Interview",17,"Opinion"
3804,"Interview",17,"Opinion"
3805,"Interview",11,"Economy"
3806,"Interview",11,"Economy"
3807,"Interview",18,"Bank"
3808,"Interview",17,"Opinion"
3809,"Interview",11,"Economy"
3810,"Interview",11,"Economy"
3811,"Interview",11,"Economy"
3812,"Interview",11,"Economy"
3813,"Interview",17,"Opinion"
3814,"Interview",11,"Economy"
3815,"Interview",17,"Opinion"
3816,"Interview",17,"Opinion"
3817,"Interview",11,"Economy"
3818,"Interview",17,"Opinion"
3819,"Interview",5,"Entertainment"
3820,"Interview",11,"Economy"
3821,"Interview",17,"Opinion"
3822,"Interview",17,"Opinion"
3823,"Interview",17,"Opinion"
3824,"Interview",17,"Opinion"
3825,"Interview",17,"Opinion"
3826,"Interview",17,"Opinion"
3827,"Interview",17,"Opinion"
3828,"Interview",17,"Opinion"
3829,"Interview",17,"Opinion"
3830,"Interview",5,"Entertainment"
3831,"Interview",11,"Economy"
3832,"Interview",11,"Economy"
3833,"Interview",17,"Opinion"
3834,"Interview",17,"Opinion"
3835,"Interview",11,"Economy"
3836,"Interview",17,"Opinion"
3837,"Interview",17,"Opinion"
3838,"Interview",11,"Economy"
3839,"Interview",17,"Opinion"
3840,"Interview",17,"Opinion"
3841,"Interview",17,"Opinion"
3842,"Interview",17,"Opinion"
3843,"Interview",17,"Opinion"
3844,"Interview",11,"Economy"
3845,"Interview",11,"Economy"
3846,"Interview",17,"Opinion"
3847,"Interview",11,"Economy"
3848,"Interview",17,"Opinion"
3849,"Interview",17,"Opinion"
3850,"Interview",17,"Opinion"
3851,"Interview",17,"Opinion"
3852,"Interview",17,"Opinion"
3853,"Interview",11,"Economy"
3854,"Interview",17,"Opinion"
3855,"Interview",17,"Opinion"
3856,"Interview",17,"Opinion"
3857,"Interview",5,"Entertainment"
3858,"Interview",17,"Opinion"
3859,"Interview",18,"Bank"
3860,"Interview",11,"Economy"
3861,"Interview",11,"Economy"
3862,"Interview",11,"Economy"
3863,"Literature",5,"Entertainment"
3864,"Literature",17,"Opinion"
3865,"Literature",17,"Opinion"
3866,"Literature",17,"Opinion"
3867,"Literature",17,"Opinion"
3868,"Literature",17,"Opinion"
3869,"Literature",17,"Opinion"
3870,"Literature",17,"Opinion"
3871,"Literature",17,"Opinion"
3872,"Literature",17,"Opinion"
3873,"Literature",17,"Opinion"
3874,"Literature",17,"Opinion"
3875,"Literature",17,"Opinion"
3876,"Literature",19,"Literature"
3877,"Literature",17,"Opinion"
3878,"Literature",19,"Literature"
3879,"Literature",17,"Opinion"
3880,"Literature",17,"Opinion"
3881,"Literature",17,"Opinion"
3882,"Literature",17,"Opinion"
3883,"Literature",19,"Literature"
3884,"Literature",17,"Opinion"
3885,"Literature",17,"Opinion"
3886,"Literature",17,"Opinion"
3887,"Literature",17,"Opinion"
3888,"Literature",17,"Opinion"
3889,"Literature",17,"Opinion"
3890,"Literature",17,"Opinion"
3891,"Literature",17,"Opinion"
3892,"Literature",17,"Opinion"
3893,"Literature",17,"Opinion"
3894,"Literature",17,"Opinion"
3895,"Literature",17,"Opinion"
3896,"Literature",17,"Opinion"
3897,"Literature",17,"Opinion"
3898,"Literature",17,"Opinion"
3899,"Literature",17,"Opinion"
3900,"Literature",6,"Education"
3901,"Literature",17,"Opinion"
3902,"Literature",9,"Interview"
3903,"Literature",17,"Opinion"
3904,"Literature",17,"Opinion"
3905,"Literature",17,"Opinion"
3906,"Literature",17,"Opinion"
3907,"Literature",19,"Literature"
3908,"Literature",17,"Opinion"
3909,"Literature",17,"Opinion"
3910,"Literature",17,"Opinion"
3911,"Literature",17,"Opinion"
3912,"Literature",17,"Opinion"
3913,"Literature",17,"Opinion"
3914,"Literature",17,"Opinion"
3915,"Literature",17,"Opinion"
3916,"Literature",17,"Opinion"
3917,"Literature",6,"Education"
3918,"Literature",6,"Education"
3919,"Literature",17,"Opinion"
3920,"Literature",17,"Opinion"
3921,"Literature",17,"Opinion"
3922,"Literature",17,"Opinion"
3923,"Literature",19,"Literature"
3924,"Literature",17,"Opinion"
3925,"Literature",17,"Opinion"
3926,"Literature",17,"Opinion"
3927,"Literature",17,"Opinion"
3928,"Literature",17,"Opinion"
3929,"Literature",17,"Opinion"
3930,"Literature",17,"Opinion"
3931,"Literature",17,"Opinion"
3932,"Literature",17,"Opinion"
3933,"Literature",17,"Opinion"
3934,"Literature",17,"Opinion"
3935,"Literature",11,"Economy"
3936,"Literature",11,"Economy"
3937,"Literature",17,"Opinion"
3938,"Literature",5,"Entertainment"
3939,"Literature",17,"Opinion"
3940,"Literature",17,"Opinion"
3941,"Literature",17,"Opinion"
3942,"Literature",17,"Opinion"
3943,"Literature",5,"Entertainment"
3944,"Literature",17,"Opinion"
3945,"Literature",17,"Opinion"
3946,"Literature",17,"Opinion"
3947,"Literature",11,"Economy"
3948,"Literature",11,"Economy"
3949,"Literature",17,"Opinion"
3950,"Literature",10,"Tourism"
3951,"Literature",17,"Opinion"
3952,"Literature",17,"Opinion"
3953,"Literature",17,"Opinion"
3954,"Literature",15,"Bank"
3955,"Literature",15,"Bank"
3956,"Literature",11,"Economy"
3957,"Literature",17,"Opinion"
3958,"Literature",17,"Opinion"
3959,"Literature",17,"Opinion"
3960,"Literature",17,"Opinion"
3961,"Literature",17,"Opinion"
3962,"Literature",5,"Entertainment"
3963,"Literature",17,"Opinion"
3964,"Literature",17,"Opinion"
3965,"Literature",17,"Opinion"
3966,"Literature",17,"Opinion"
3967,"Literature",17,"Opinion"
3968,"Literature",5,"Entertainment"
3969,"Literature",5,"Entertainment"
3970,"Literature",5,"Entertainment"
3971,"Literature",5,"Entertainment"
3972,"Literature",5,"Entertainment"
3973,"Literature",17,"Opinion"
3974,"Literature",5,"Entertainment"
3975,"Literature",17,"Opinion"
3976,"Literature",17,"Opinion"
3977,"Literature",17,"Opinion"
3978,"Literature",17,"Opinion"
3979,"Literature",17,"Opinion"
3980,"Literature",17,"Opinion"
3981,"Literature",17,"Opinion"
3982,"Literature",17,"Opinion"
3983,"Literature",17,"Opinion"
3984,"Literature",17,"Opinion"
3985,"Literature",17,"Opinion"
3986,"Literature",17,"Opinion"
3987,"Literature",17,"Opinion"
3988,"Literature",11,"Economy"
3989,"Literature",11,"Economy"
3990,"Literature",17,"Opinion"
3991,"Literature",5,"Entertainment"
3992,"Literature",17,"Opinion"
3993,"Literature",17,"Opinion"
3994,"Literature",17,"Opinion"
3995,"Literature",5,"Entertainment"
3996,"Literature",17,"Opinion"
3997,"Literature",17,"Opinion"
3998,"Literature",17,"Opinion"
3999,"Literature",17,"Opinion"
4000,"Literature",11,"Economy"
4001,"Literature",11,"Economy"
4002,"Literature",17,"Opinion"
4003,"Literature",10,"Tourism"
4004,"Literature",17,"Opinion"
4005,"Literature",17,"Opinion"
4006,"Literature",15,"Bank"
4007,"Literature",15,"Bank"
4008,"Literature",17,"Opinion"
4009,"Literature",11,"Economy"
4010,"Literature",17,"Opinion"
4011,"Literature",17,"Opinion"
4012,"Literature",17,"Opinion"
4013,"Literature",17,"Opinion"
4014,"Literature",17,"Opinion"
4015,"Literature",5,"Entertainment"
4016,"Literature",17,"Opinion"
4017,"Literature",17,"Opinion"
4018,"Literature",17,"Opinion"
4019,"Literature",17,"Opinion"
4020,"Literature",17,"Opinion"
4021,"Literature",5,"Entertainment"
4022,"Literature",5,"Entertainment"
4023,"Literature",5,"Entertainment"
4024,"Literature",5,"Entertainment"
4025,"Literature",5,"Entertainment"
4026,"Literature",17,"Opinion"
4027,"Literature",17,"Opinion"
4028,"Literature",17,"Opinion"
4029,"Literature",17,"Opinion"
4030,"Literature",17,"Opinion"
4031,"Literature",17,"Opinion"
4032,"Literature",17,"Opinion"
4033,"Literature",17,"Opinion"
4034,"Literature",17,"Opinion"
4035,"Literature",17,"Opinion"
4036,"Literature",17,"Opinion"
4037,"Literature",17,"Opinion"
4038,"Literature",17,"Opinion"
4039,"Literature",17,"Opinion"
4040,"Literature",17,"Opinion"
4041,"Literature",17,"Opinion"
4042,"Literature",17,"Opinion"
4043,"Literature",17,"Opinion"
4044,"Literature",17,"Opinion"
4045,"Literature",17,"Opinion"
4046,"Literature",17,"Opinion"
4047,"Literature",17,"Opinion"
4048,"Literature",17,"Opinion"
4049,"Literature",17,"Opinion"
4050,"Literature",17,"Opinion"
4051,"Literature",17,"Opinion"
4052,"Literature",17,"Opinion"
4053,"Literature",17,"Opinion"
4054,"Literature",17,"Opinion"
4055,"Literature",17,"Opinion"
4056,"Literature",17,"Opinion"
4057,"Literature",17,"Opinion"
4058,"Literature",17,"Opinion"
4059,"Literature",17,"Opinion"
4060,"Literature",17,"Opinion"
4061,"Literature",17,"Opinion"
4062,"Literature",17,"Opinion"
4063,"Literature",17,"Opinion"
4064,"Literature",17,"Opinion"
4065,"Literature",17,"Opinion"
4066,"Literature",17,"Opinion"
4067,"Literature",17,"Opinion"
4068,"Literature",17,"Opinion"
4069,"Literature",17,"Opinion"
4070,"Literature",17,"Opinion"
4071,"Literature",17,"Opinion"
4072,"Literature",17,"Opinion"
4073,"Literature",17,"Opinion"
4074,"Literature",17,"Opinion"
4075,"Literature",17,"Opinion"
4076,"Literature",17,"Opinion"
4077,"Literature",17,"Opinion"
4078,"Literature",17,"Opinion"
4079,"Literature",17,"Opinion"
4080,"Literature",17,"Opinion"
4081,"Literature",17,"Opinion"
4082,"Literature",17,"Opinion"
4083,"Literature",17,"Opinion"
4084,"Literature",17,"Opinion"
4085,"Literature",17,"Opinion"
4086,"Literature",17,"Opinion"
4087,"Literature",17,"Opinion"
4088,"Literature",17,"Opinion"
4089,"Literature",17,"Opinion"
4090,"Literature",17,"Opinion"
4091,"Literature",17,"Opinion"
4092,"Literature",17,"Opinion"
4093,"Literature",17,"Opinion"
4094,"Literature",17,"Opinion"
4095,"Literature",17,"Opinion"
4096,"Literature",17,"Opinion"
4097,"Literature",17,"Opinion"
4098,"Literature",17,"Opinion"
4099,"Literature",17,"Opinion"
4100,"Literature",17,"Opinion"
4101,"Literature",17,"Opinion"
4102,"Literature",17,"Opinion"
4103,"Literature",17,"Opinion"
4104,"Literature",17,"Opinion"
4105,"Literature",6,"Education"
4106,"Literature",17,"Opinion"
4107,"Literature",17,"Opinion"
4108,"Literature",17,"Opinion"
4109,"Literature",17,"Opinion"
4110,"Literature",17,"Opinion"
4111,"Literature",17,"Opinion"
4112,"Literature",17,"Opinion"
4113,"Literature",17,"Opinion"
4114,"Migration",11,"Economy"
4115,"Migration",17,"Opinion"
4116,"Migration",11,"Economy"
4117,"Migration",17,"Opinion"
4118,"Migration",17,"Opinion"
4119,"Migration",11,"Economy"
4120,"Migration",17,"Opinion"
4121,"Migration",17,"Opinion"
4122,"Migration",17,"Opinion"
4123,"Migration",11,"Economy"
4124,"Migration",2,"Politics"
4125,"Migration",17,"Opinion"
4126,"Migration",11,"Economy"
4127,"Migration",8,"Society"
4128,"Migration",11,"Economy"
4129,"Migration",11,"Economy"
4130,"Migration",11,"Economy"
4131,"Migration",11,"Economy"
4132,"Migration",17,"Opinion"
4133,"Migration",11,"Economy"
4134,"Migration",11,"Economy"
4135,"Migration",11,"Economy"
4136,"Migration",17,"Opinion"
4137,"Migration",17,"Opinion"
4138,"Migration",17,"Opinion"
4139,"Migration",17,"Opinion"
4140,"Migration",17,"Opinion"
4141,"Migration",17,"Opinion"
4142,"Migration",17,"Opinion"
4143,"Migration",11,"Economy"
4144,"Migration",17,"Opinion"
4145,"Migration",17,"Opinion"
4146,"Migration",11,"Economy"
4147,"Migration",17,"Opinion"
4148,"Migration",17,"Opinion"
4149,"Migration",17,"Opinion"
4150,"Migration",17,"Opinion"
4151,"Migration",11,"Economy"
4152,"Migration",11,"Economy"
4153,"Migration",17,"Opinion"
4154,"Migration",11,"Economy"
4155,"Migration",11,"Economy"
4156,"Migration",17,"Opinion"
4157,"Migration",17,"Opinion"
4158,"Migration",11,"Economy"
4159,"Migration",17,"Opinion"
4160,"Migration",17,"Opinion"
4161,"Migration",17,"Opinion"
4162,"Migration",17,"Opinion"
4163,"Migration",17,"Opinion"
4164,"Migration",11,"Economy"
4165,"Migration",17,"Opinion"
4166,"Migration",17,"Opinion"
4167,"Migration",17,"Opinion"
4168,"Migration",11,"Economy"
4169,"Migration",11,"Economy"
4170,"Migration",17,"Opinion"
4171,"Migration",17,"Opinion"
4172,"Migration",17,"Opinion"
4173,"Migration",17,"Opinion"
4174,"Migration",17,"Opinion"
4175,"Migration",17,"Opinion"
4176,"Migration",11,"Economy"
4177,"Migration",11,"Economy"
4178,"Migration",11,"Economy"
4179,"Migration",17,"Opinion"
4180,"Migration",17,"Opinion"
4181,"Migration",17,"Opinion"
4182,"Migration",2,"Politics"
4183,"Migration",2,"Politics"
4184,"Migration",17,"Opinion"
4185,"Migration",17,"Opinion"
4186,"Migration",5,"Entertainment"
4187,"Migration",17,"Opinion"
4188,"Migration",17,"Opinion"
4189,"Migration",17,"Opinion"
4190,"Migration",8,"Society"
4191,"Migration",11,"Economy"
4192,"Migration",11,"Economy"
4193,"Migration",17,"Opinion"
4194,"Migration",17,"Opinion"
4195,"Migration",5,"Entertainment"
4196,"Migration",17,"Opinion"
4197,"Migration",17,"Opinion"
4198,"Migration",17,"Opinion"
4199,"Migration",17,"Opinion"
4200,"Migration",17,"Opinion"
4201,"Migration",17,"Opinion"
4202,"Migration",17,"Opinion"
4203,"Migration",11,"Economy"
4204,"Migration",11,"Economy"
4205,"Migration",11,"Economy"
4206,"Migration",17,"Opinion"
4207,"Migration",17,"Opinion"
4208,"Migration",17,"Opinion"
4209,"Migration",2,"Politics"
4210,"Migration",17,"Opinion"
4211,"Migration",11,"Economy"
4212,"Migration",17,"Opinion"
4213,"Migration",17,"Opinion"
4214,"Migration",11,"Economy"
4215,"Migration",5,"Entertainment"
4216,"Migration",17,"Opinion"
4217,"Migration",17,"Opinion"
4218,"Migration",11,"Economy"
4219,"Migration",5,"Entertainment"
4220,"Migration",17,"Opinion"
4221,"Migration",13,"Sports"
4222,"Migration",17,"Opinion"
4223,"Migration",17,"Opinion"
4224,"Migration",17,"Opinion"
4225,"Opinion",17,"Opinion"
4226,"Opinion",17,"Opinion"
4227,"Opinion",17,"Opinion"
4228,"Opinion",17,"Opinion"
4229,"Opinion",17,"Opinion"
4230,"Opinion",17,"Opinion"
4231,"Opinion",17,"Opinion"
4232,"Opinion",17,"Opinion"
4233,"Opinion",17,"Opinion"
4234,"Opinion",17,"Opinion"
4235,"Opinion",17,"Opinion"
4236,"Opinion",17,"Opinion"
4237,"Opinion",17,"Opinion"
4238,"Opinion",17,"Opinion"
4239,"Opinion",17,"Opinion"
4240,"Opinion",17,"Opinion"
4241,"Opinion",17,"Opinion"
4242,"Opinion",17,"Opinion"
4243,"Opinion",17,"Opinion"
4244,"Opinion",17,"Opinion"
4245,"Opinion",17,"Opinion"
4246,"Opinion",17,"Opinion"
4247,"Opinion",17,"Opinion"
4248,"Opinion",17,"Opinion"
4249,"Opinion",17,"Opinion"
4250,"Opinion",17,"Opinion"
4251,"Opinion",17,"Opinion"
4252,"Opinion",17,"Opinion"
4253,"Opinion",17,"Opinion"
4254,"Opinion",17,"Opinion"
4255,"Opinion",17,"Opinion"
4256,"Opinion",17,"Opinion"
4257,"Opinion",17,"Opinion"
4258,"Opinion",17,"Opinion"
4259,"Opinion",17,"Opinion"
4260,"Opinion",17,"Opinion"
4261,"Opinion",17,"Opinion"
4262,"Opinion",17,"Opinion"
4263,"Opinion",17,"Opinion"
4264,"Opinion",17,"Opinion"
4265,"Opinion",17,"Opinion"
4266,"Opinion",17,"Opinion"
4267,"Opinion",17,"Opinion"
4268,"Opinion",17,"Opinion"
4269,"Opinion",17,"Opinion"
4270,"Opinion",17,"Opinion"
4271,"Opinion",17,"Opinion"
4272,"Opinion",17,"Opinion"
4273,"Opinion",17,"Opinion"
4274,"Opinion",17,"Opinion"
4275,"Opinion",17,"Opinion"
4276,"Opinion",17,"Opinion"
4277,"Opinion",17,"Opinion"
4278,"Opinion",17,"Opinion"
4279,"Opinion",17,"Opinion"
4280,"Opinion",17,"Opinion"
4281,"Opinion",17,"Opinion"
4282,"Opinion",17,"Opinion"
4283,"Opinion",17,"Opinion"
4284,"Opinion",17,"Opinion"
4285,"Opinion",17,"Opinion"
4286,"Opinion",17,"Opinion"
4287,"Opinion",17,"Opinion"
4288,"Opinion",17,"Opinion"
4289,"Opinion",17,"Opinion"
4290,"Opinion",17,"Opinion"
4291,"Opinion",17,"Opinion"
4292,"Opinion",17,"Opinion"
4293,"Opinion",17,"Opinion"
4294,"Opinion",17,"Opinion"
4295,"Opinion",17,"Opinion"
4296,"Opinion",17,"Opinion"
4297,"Opinion",17,"Opinion"
4298,"Opinion",17,"Opinion"
4299,"Opinion",17,"Opinion"
4300,"Opinion",17,"Opinion"
4301,"Opinion",17,"Opinion"
4302,"Opinion",17,"Opinion"
4303,"Opinion",17,"Opinion"
4304,"Opinion",17,"Opinion"
4305,"Opinion",17,"Opinion"
4306,"Opinion",17,"Opinion"
4307,"Opinion",17,"Opinion"
4308,"Opinion",17,"Opinion"
4309,"Opinion",17,"Opinion"
4310,"Opinion",17,"Opinion"
4311,"Opinion",17,"Opinion"
4312,"Opinion",17,"Opinion"
4313,"Opinion",17,"Opinion"
4314,"Opinion",17,"Opinion"
4315,"Opinion",17,"Opinion"
4316,"Opinion",17,"Opinion"
4317,"Opinion",17,"Opinion"
4318,"Opinion",17,"Opinion"
4319,"Opinion",17,"Opinion"
4320,"Opinion",17,"Opinion"
4321,"Opinion",11,"Economy"
4322,"Opinion",17,"Opinion"
4323,"Opinion",17,"Opinion"
4324,"Opinion",17,"Opinion"
4325,"Opinion",17,"Opinion"
4326,"Opinion",17,"Opinion"
4327,"Opinion",17,"Opinion"
4328,"Opinion",17,"Opinion"
4329,"Opinion",17,"Opinion"
4330,"Opinion",17,"Opinion"
4331,"Opinion",17,"Opinion"
4332,"Opinion",17,"Opinion"
4333,"Opinion",17,"Opinion"
4334,"Opinion",17,"Opinion"
4335,"Opinion",17,"Opinion"
4336,"Opinion",17,"Opinion"
4337,"Opinion",17,"Opinion"
4338,"Opinion",17,"Opinion"
4339,"Opinion",17,"Opinion"
4340,"Opinion",17,"Opinion"
4341,"Opinion",17,"Opinion"
4342,"Opinion",17,"Opinion"
4343,"Opinion",17,"Opinion"
4344,"Opinion",17,"Opinion"
4345,"Opinion",17,"Opinion"
4346,"Opinion",17,"Opinion"
4347,"Opinion",17,"Opinion"
4348,"Opinion",17,"Opinion"
4349,"Opinion",17,"Opinion"
4350,"Opinion",17,"Opinion"
4351,"Opinion",17,"Opinion"
4352,"Opinion",17,"Opinion"
4353,"Opinion",17,"Opinion"
4354,"Opinion",17,"Opinion"
4355,"Opinion",17,"Opinion"
4356,"Opinion",17,"Opinion"
4357,"Opinion",17,"Opinion"
4358,"Opinion",17,"Opinion"
4359,"Opinion",17,"Opinion"
4360,"Opinion",17,"Opinion"
4361,"Opinion",17,"Opinion"
4362,"Opinion",17,"Opinion"
4363,"Opinion",17,"Opinion"
4364,"Opinion",17,"Opinion"
4365,"Opinion",17,"Opinion"
4366,"Opinion",17,"Opinion"
4367,"Opinion",17,"Opinion"
4368,"Opinion",17,"Opinion"
4369,"Opinion",17,"Opinion"
4370,"Opinion",17,"Opinion"
4371,"Opinion",17,"Opinion"
4372,"Opinion",11,"Economy"
4373,"Opinion",17,"Opinion"
4374,"Opinion",17,"Opinion"
4375,"Opinion",17,"Opinion"
